Year,Month,Day,Hour,Minute,Second,HYY_DMPS.tconc
2017,6,17,5,30,0,2181.87
2017,6,17,5,40,0,2822.02
2017,6,17,5,50,0,2057.71
2017,6,17,6,0,0,2040.73
2017,6,17,6,10,0,2011.28
2017,6,17,6,20,0,2041.69
2017,6,17,6,30,0,2061.51
2017,6,17,6,40,0,2055.53
2017,6,17,6,50,0,2161.25
2017,6,17,7,0,0,2060.26
2017,6,17,7,10,0,1949.16
2017,6,17,7,20,0,1977.41
2017,6,17,7,30,0,1864.21
2017,6,17,7,40,0,1869.63
2017,6,17,7,50,0,1775.36
2017,6,17,8,0,0,1816.11
2017,6,17,8,10,0,1851.65
2017,6,17,8,20,0,1789.24
2017,6,17,8,30,0,1675.03
2017,6,17,8,40,0,1661.75
2017,6,17,8,50,0,1659.94
2017,6,17,9,0,0,1777.87
2017,6,17,9,10,0,1748.46
2017,6,17,9,20,0,1669.1
2017,6,17,9,30,0,1610.95
2017,6,17,9,40,0,1532.53
2017,6,17,9,50,0,1521.52
2017,6,17,10,0,0,1516.78
2017,6,17,10,10,0,1502.36
2017,6,17,10,20,0,1517.39
2017,6,17,10,30,0,1527.14
2017,6,17,10,40,0,1456.9
2017,6,17,10,50,0,1515.59
2017,6,17,11,0,0,1493.39
2017,6,17,11,10,0,1600.47
2017,6,17,11,20,0,1615.08
2017,6,17,11,30,0,1727.98
2017,6,17,11,40,0,1613.13
2017,6,17,11,50,0,1600.58
2017,6,17,12,0,0,1646.41
2017,6,17,12,10,0,1661.09
2017,6,17,12,20,0,1484.4
2017,6,17,12,30,0,1445.84
2017,6,17,12,40,0,1428.46
2017,6,17,12,50,0,1403.85
2017,6,17,13,0,0,1478.37
2017,6,17,13,10,0,1347.7
2017,6,17,13,20,0,1606.83
2017,6,17,13,30,0,1533.61
2017,6,17,13,40,0,1551.97
2017,6,17,13,50,0,1602.23
2017,6,17,14,0,0,1547.28
2017,6,17,14,10,0,1639.51
2017,6,17,14,20,0,1686.93
2017,6,17,14,30,0,1806.52
2017,6,17,14,40,0,1970.91
2017,6,17,14,50,0,1985.5
2017,6,17,15,0,0,2478.5
2017,6,17,15,10,0,3191.27
2017,6,17,15,20,0,3357.86
2017,6,17,15,30,0,3560.31
2017,6,17,15,40,0,3877.73
2017,6,17,15,50,0,5054.47
2017,6,17,16,0,0,5105.75
2017,6,17,16,10,0,3438.21
2017,6,17,16,20,0,2782.79
2017,6,17,16,30,0,2889.28
2017,6,17,16,40,0,2825.68
2017,6,17,16,50,0,2809.85
2017,6,17,17,0,0,2347.02
2017,6,17,17,10,0,2199.24
2017,6,17,17,20,0,2227.89
2017,6,17,17,30,0,1909.15
2017,6,17,17,40,0,1672.3
2017,6,17,17,50,0,1553.11
2017,6,17,18,0,0,1488.48
2017,6,17,18,10,0,1398.01
2017,6,17,18,20,0,1243.56
2017,6,17,18,30,0,1337.95
2017,6,17,18,40,0,1313.24
2017,6,17,18,50,0,1401.07
2017,6,17,19,0,0,1356.13
2017,6,17,19,10,0,1444.05
2017,6,17,19,20,0,1482.28
2017,6,17,19,30,0,1533.67
2017,6,17,19,40,0,1444.95
2017,6,17,19,50,0,1353.82
2017,6,17,20,0,0,1362.38
2017,6,17,20,10,0,1453.97
2017,6,17,20,20,0,1482.44
2017,6,17,20,30,0,1542.01
2017,6,17,20,40,0,1610.42
2017,6,17,20,50,0,1559.2
2017,6,17,21,0,0,1616.74
2017,6,17,21,10,0,1607.15
2017,6,17,21,20,0,1582.46
2017,6,17,21,30,0,1797.91
2017,6,17,21,40,0,2698.83
2017,6,17,21,50,0,2633.63
2017,6,17,22,0,0,2021.51
2017,6,17,22,10,0,1926.71
2017,6,17,22,20,0,1904.97
2017,6,17,22,30,0,1893.03
2017,6,17,22,40,0,1767.48
2017,6,17,22,50,0,1729.72
2017,6,17,23,0,0,1659.97
2017,6,17,23,10,0,1656.3
2017,6,17,23,20,0,1778.44
2017,6,17,23,30,0,1689.55
2017,6,17,23,40,0,1737.05
2017,6,17,23,50,0,1671.84
2017,6,18,0,0,0,1597.14
2017,6,18,0,10,0,1609.18
2017,6,18,0,20,0,1610.61
2017,6,18,0,30,0,1687.89
2017,6,18,0,40,0,1646.45
2017,6,18,0,50,0,1654.71
2017,6,18,1,0,0,1722.89
2017,6,18,1,10,0,1702.05
2017,6,18,1,20,0,1686.82
2017,6,18,1,30,0,1736.25
2017,6,18,1,40,0,1693.59
2017,6,18,1,50,0,1753.61
2017,6,18,2,0,0,1863.39
2017,6,18,2,10,0,1769.23
2017,6,18,2,20,0,1762.76
2017,6,18,2,30,0,1746.87
2017,6,18,2,40,0,1768.89
2017,6,18,2,50,0,1682.11
2017,6,18,3,0,0,1753.98
2017,6,18,3,10,0,1682.84
2017,6,18,3,20,0,1649.18
2017,6,18,3,30,0,1641.75
2017,6,18,3,40,0,1652.65
2017,6,18,3,50,0,1632.09
2017,6,18,4,0,0,1611.3
2017,6,18,4,10,0,1600.57
2017,6,18,4,20,0,1601.59
2017,6,18,4,30,0,1655.43
2017,6,18,4,40,0,1568.66
2017,6,18,4,50,0,1543.54
2017,6,18,5,0,0,1575.76
2017,6,18,5,10,0,1540.05
2017,6,18,5,20,0,1548.2
2017,6,18,5,30,0,1547.82
2017,6,18,5,40,0,1504.3
2017,6,18,5,50,0,1544.72
2017,6,18,6,0,0,1545.37
2017,6,18,6,10,0,1562.51
2017,6,18,6,20,0,1564.27
2017,6,18,6,30,0,1557.8
2017,6,18,6,40,0,1592.95
2017,6,18,6,50,0,1568.03
2017,6,18,7,0,0,1624.19
2017,6,18,7,10,0,1635.66
2017,6,18,7,20,0,1606.59
2017,6,18,7,30,0,1603.34
2017,6,18,7,40,0,1652.79
2017,6,18,7,50,0,1697.57
2017,6,18,8,0,0,1765.19
2017,6,18,8,10,0,1775.61
2017,6,18,8,20,0,1904.68
2017,6,18,8,30,0,2244.15
2017,6,18,8,40,0,2588.31
2017,6,18,8,50,0,2788.75
2017,6,18,9,0,0,2697.04
2017,6,18,9,10,0,2700.48
2017,6,18,9,20,0,2857.61
2017,6,18,9,30,0,2908.18
2017,6,18,9,40,0,2905.67
2017,6,18,9,50,0,2943.52
2017,6,18,10,0,0,2698.32
2017,6,18,10,10,0,2508.93
2017,6,18,10,20,0,2515.24
2017,6,18,10,30,0,2379.76
2017,6,18,10,40,0,2336.13
2017,6,18,10,50,0,2405.0
2017,6,18,11,0,0,2360.63
2017,6,18,11,10,0,2350.9
2017,6,18,11,20,0,2378.48
2017,6,18,11,30,0,2353.81
2017,6,18,11,40,0,2240.5
2017,6,18,11,50,0,2488.31
2017,6,18,12,0,0,3543.35
2017,6,18,12,10,0,2981.89
2017,6,18,12,20,0,2200.41
2017,6,18,12,30,0,2181.55
2017,6,18,12,40,0,2480.46
2017,6,18,12,50,0,2473.03
2017,6,18,13,0,0,2462.67
2017,6,18,13,10,0,2791.02
2017,6,18,13,20,0,2991.74
2017,6,18,13,30,0,3220.32
2017,6,18,13,40,0,3505.81
2017,6,18,13,50,0,3139.08
2017,6,18,14,0,0,2702.89
2017,6,18,14,10,0,2615.46
2017,6,18,14,20,0,2515.27
2017,6,18,14,30,0,2310.56
2017,6,18,14,40,0,2126.08
2017,6,18,14,50,0,1977.02
2017,6,18,15,0,0,1913.16
2017,6,18,15,10,0,1851.57
2017,6,18,15,20,0,1905.46
2017,6,18,15,30,0,1909.31
2017,6,18,15,40,0,1928.74
2017,6,18,15,50,0,2001.71
2017,6,18,16,0,0,2110.31
2017,6,18,16,10,0,2138.58
2017,6,18,16,20,0,2199.13
2017,6,18,16,30,0,2256.87
2017,6,18,16,40,0,2162.35
2017,6,18,16,50,0,1849.35
2017,6,18,17,0,0,1847.65
2017,6,18,17,10,0,2110.62
2017,6,18,17,20,0,2577.13
2017,6,18,17,30,0,2781.01
2017,6,18,17,40,0,2917.89
2017,6,18,17,50,0,2727.5
2017,6,18,18,0,0,2771.22
2017,6,18,18,10,0,2781.74
2017,6,18,18,20,0,2649.65
2017,6,18,18,30,0,2653.3
2017,6,18,18,40,0,2638.77
2017,6,18,18,50,0,2590.79
2017,6,18,19,0,0,2600.22
2017,6,18,19,10,0,2553.02
2017,6,18,19,20,0,2609.83
2017,6,18,19,30,0,2483.55
2017,6,18,19,40,0,2418.23
2017,6,18,19,50,0,2473.01
2017,6,18,20,0,0,2630.18
2017,6,18,20,10,0,2659.16
2017,6,18,20,20,0,2724.82
2017,6,18,20,30,0,2588.75
2017,6,18,20,40,0,2512.67
2017,6,18,20,50,0,2627.94
2017,6,18,21,0,0,2587.68
2017,6,18,21,10,0,2625.68
2017,6,18,21,20,0,2549.41
2017,6,18,21,30,0,2593.34
2017,6,18,21,40,0,2556.97
2017,6,18,21,50,0,2624.66
2017,6,18,22,0,0,2647.53
2017,6,18,22,10,0,2575.71
2017,6,18,22,20,0,2562.12
2017,6,18,22,30,0,2570.29
2017,6,18,22,40,0,2590.94
2017,6,18,22,50,0,2627.67
2017,6,18,23,0,0,2629.85
2017,6,18,23,10,0,2839.66
2017,6,18,23,20,0,2914.03
2017,6,18,23,30,0,2969.79
2017,6,18,23,40,0,3015.31
2017,6,18,23,50,0,2982.79
2017,6,19,0,0,0,3113.2
2017,6,19,0,10,0,3255.66
2017,6,19,0,20,0,3492.03
2017,6,19,0,30,0,3640.56
2017,6,19,0,40,0,3544.06
2017,6,19,0,50,0,3470.88
2017,6,19,1,0,0,3462.55
2017,6,19,1,10,0,3437.13
2017,6,19,1,20,0,3264.19
2017,6,19,1,30,0,3120.3
2017,6,19,1,40,0,3006.68
2017,6,19,1,50,0,2964.37
2017,6,19,2,0,0,2772.27
2017,6,19,2,10,0,2814.87
2017,6,19,2,20,0,2803.57
2017,6,19,2,30,0,2627.98
2017,6,19,2,40,0,2635.58
2017,6,19,2,50,0,2541.21
2017,6,19,3,0,0,2398.36
2017,6,19,3,10,0,2298.44
2017,6,19,3,20,0,2177.87
2017,6,19,3,30,0,2032.33
2017,6,19,3,40,0,2035.13
2017,6,19,3,50,0,2009.12
2017,6,19,4,0,0,1954.36
2017,6,19,4,10,0,1851.32
2017,6,19,4,20,0,1876.22
2017,6,19,4,30,0,1836.21
2017,6,19,4,40,0,1762.41
2017,6,19,4,50,0,1710.15
2017,6,19,5,0,0,1642.3
2017,6,19,5,10,0,1521.9
2017,6,19,5,20,0,1446.43
2017,6,19,5,30,0,1355.63
2017,6,19,5,40,0,1325.08
2017,6,19,5,50,0,1312.67
2017,6,19,6,0,0,1227.27
2017,6,19,6,10,0,1183.22
2017,6,19,6,20,0,1186.32
2017,6,19,6,30,0,1183.7
2017,6,19,6,40,0,1126.09
2017,6,19,6,50,0,1093.2
2017,6,19,7,0,0,1031.11
2017,6,19,7,10,0,1035.34
2017,6,19,7,20,0,1085.47
2017,6,19,7,30,0,951.749
2017,6,19,7,40,0,876.795
2017,6,19,7,50,0,866.433
2017,6,19,8,0,0,892.77
2017,6,19,8,10,0,1010.46
2017,6,19,8,20,0,985.737
2017,6,19,8,30,0,1040.91
2017,6,19,8,40,0,1029.66
2017,6,19,8,50,0,1097.53
2017,6,19,9,0,0,1133.57
2017,6,19,9,10,0,1212.44
2017,6,19,9,20,0,1209.36
2017,6,19,9,30,0,1327.12
2017,6,19,9,40,0,1491.68
2017,6,19,9,50,0,1753.44
2017,6,19,10,0,0,1978.11
2017,6,19,10,10,0,2451.7
2017,6,19,10,20,0,3100.17
2017,6,19,10,30,0,3245.23
2017,6,19,10,40,0,3700.65
2017,6,19,10,50,0,3752.01
2017,6,19,11,0,0,3789.73
2017,6,19,11,10,0,4017.96
2017,6,19,11,20,0,4300.72
2017,6,19,11,30,0,5060.71
2017,6,19,11,40,0,5561.94
2017,6,19,11,50,0,6620.87
2017,6,19,12,0,0,6643.28
2017,6,19,12,10,0,5647.53
2017,6,19,12,20,0,7771.51
2017,6,19,12,30,0,8152.28
2017,6,19,12,40,0,8443.01
2017,6,19,12,50,0,8055.14
2017,6,19,13,0,0,7250.65
2017,6,19,13,10,0,6951.63
2017,6,19,13,20,0,5925.03
2017,6,19,13,30,0,5777.68
2017,6,19,13,40,0,5774.99
2017,6,19,13,50,0,6203.25
2017,6,19,14,0,0,5802.28
2017,6,19,14,10,0,5764.59
2017,6,19,14,20,0,5699.08
2017,6,19,14,30,0,5534.75
2017,6,19,14,40,0,5830.73
2017,6,19,14,50,0,6607.46
2017,6,19,15,0,0,6476.31
2017,6,19,15,10,0,6951.61
2017,6,19,15,20,0,7192.37
2017,6,19,15,30,0,6700.62
2017,6,19,15,40,0,6450.09
2017,6,19,15,50,0,5956.61
2017,6,19,16,0,0,5644.63
2017,6,19,16,10,0,5422.67
2017,6,19,16,20,0,5391.02
2017,6,19,16,30,0,5460.64
2017,6,19,16,40,0,5132.13
2017,6,19,16,50,0,5083.42
2017,6,19,17,0,0,5148.84
2017,6,19,17,10,0,4467.03
2017,6,19,17,20,0,4493.81
2017,6,19,17,30,0,4486.55
2017,6,19,17,40,0,4482.3
2017,6,19,17,50,0,4459.69
2017,6,19,18,0,0,4135.29
2017,6,19,18,10,0,3999.79
2017,6,19,18,20,0,4332.47
2017,6,19,18,30,0,4415.23
2017,6,19,18,40,0,4331.5
2017,6,19,18,50,0,4569.2
2017,6,19,19,0,0,4415.05
2017,6,19,19,10,0,4443.25
2017,6,19,19,20,0,4257.92
2017,6,19,19,30,0,4013.18
2017,6,19,19,40,0,4010.52
2017,6,19,19,50,0,3875.6
2017,6,19,20,0,0,4083.99
2017,6,19,20,10,0,4068.19
2017,6,19,20,20,0,4109.29
2017,6,19,20,30,0,4100.65
2017,6,19,20,40,0,3872.77
2017,6,19,20,50,0,3988.95
2017,6,19,21,0,0,4069.85
2017,6,19,21,10,0,4009.32
2017,6,19,21,20,0,3974.0
2017,6,19,21,30,0,4139.58
2017,6,19,21,40,0,4289.35
2017,6,19,21,50,0,4259.6
2017,6,19,22,0,0,4399.62
2017,6,19,22,10,0,4506.38
2017,6,19,22,20,0,4601.52
2017,6,19,22,30,0,4575.91
2017,6,19,22,40,0,4364.11
2017,6,19,22,50,0,4378.3
2017,6,19,23,0,0,4464.54
2017,6,19,23,10,0,4288.84
2017,6,19,23,20,0,4276.25
2017,6,19,23,30,0,4399.02
2017,6,19,23,40,0,4285.89
2017,6,19,23,50,0,4135.87
2017,6,20,0,0,0,4099.09
2017,6,20,0,10,0,4064.66
2017,6,20,0,20,0,4049.09
2017,6,20,0,30,0,4029.85
2017,6,20,0,40,0,3987.1
2017,6,20,0,50,0,3858.75
2017,6,20,1,0,0,3713.03
2017,6,20,1,10,0,3711.41
2017,6,20,1,20,0,3653.87
2017,6,20,1,30,0,3558.33
2017,6,20,1,40,0,3534.11
2017,6,20,1,50,0,3390.42
2017,6,20,2,0,0,3347.63
2017,6,20,2,10,0,3205.92
2017,6,20,2,20,0,3109.0
2017,6,20,2,30,0,3078.85
2017,6,20,2,40,0,3012.22
2017,6,20,2,50,0,3020.55
2017,6,20,3,0,0,2960.86
2017,6,20,3,10,0,2851.27
2017,6,20,3,20,0,2873.52
2017,6,20,3,30,0,2687.54
2017,6,20,3,40,0,2587.6
2017,6,20,3,50,0,2520.2
2017,6,20,4,0,0,2535.13
2017,6,20,4,10,0,2530.68
2017,6,20,4,20,0,2463.69
2017,6,20,4,30,0,2462.58
2017,6,20,4,40,0,2324.42
2017,6,20,4,50,0,2471.29
2017,6,20,5,0,0,2452.77
2017,6,20,5,10,0,2508.14
2017,6,20,5,20,0,2546.04
2017,6,20,5,30,0,2599.99
2017,6,20,5,40,0,2634.88
2017,6,20,5,50,0,2493.86
2017,6,20,6,0,0,2541.21
2017,6,20,6,10,0,2573.17
2017,6,20,6,20,0,2548.06
2017,6,20,6,30,0,2605.47
2017,6,20,6,40,0,2712.57
2017,6,20,6,50,0,2789.7
2017,6,20,7,0,0,2754.41
2017,6,20,7,10,0,2757.36
2017,6,20,7,20,0,2704.73
2017,6,20,7,30,0,2646.93
2017,6,20,7,40,0,2745.04
2017,6,20,7,50,0,2687.79
2017,6,20,8,0,0,2816.73
2017,6,20,8,10,0,2849.82
2017,6,20,8,20,0,3034.51
2017,6,20,8,30,0,3039.29
2017,6,20,8,40,0,3037.52
2017,6,20,8,50,0,2999.95
2017,6,20,9,0,0,3127.13
2017,6,20,9,10,0,3667.16
2017,6,20,9,20,0,4332.16
2017,6,20,9,30,0,4320.49
2017,6,20,9,40,0,3970.38
2017,6,20,9,50,0,3128.49
2017,6,20,10,0,0,3071.5
2017,6,20,10,10,0,2868.97
2017,6,20,10,20,0,2625.2
2017,6,20,10,30,0,2347.48
2017,6,20,10,40,0,2223.36
2017,6,20,10,50,0,2189.73
2017,6,20,11,0,0,2228.47
2017,6,20,11,10,0,2124.75
2017,6,20,11,20,0,2046.34
2017,6,20,11,30,0,2272.05
2017,6,20,11,40,0,2106.59
2017,6,20,11,50,0,2199.57
2017,6,20,12,0,0,2031.83
2017,6,20,12,10,0,1919.32
2017,6,20,12,20,0,1891.6
2017,6,20,12,30,0,2038.55
2017,6,20,12,40,0,1921.27
2017,6,20,12,50,0,1990.77
2017,6,20,13,0,0,1852.51
2017,6,20,13,10,0,1814.31
2017,6,20,13,20,0,1855.82
2017,6,20,13,30,0,2042.01
2017,6,20,13,40,0,2155.4
2017,6,20,13,50,0,2102.44
2017,6,20,14,0,0,2030.18
2017,6,20,14,10,0,2024.55
2017,6,20,14,20,0,2006.0
2017,6,20,14,30,0,1777.51
2017,6,20,14,40,0,1755.19
2017,6,20,14,50,0,1799.07
2017,6,20,15,0,0,1941.05
2017,6,20,15,10,0,1694.81
2017,6,20,15,20,0,1462.28
2017,6,20,15,30,0,1525.03
2017,6,20,15,40,0,1432.17
2017,6,20,15,50,0,1515.6
2017,6,20,16,0,0,1524.35
2017,6,20,16,10,0,1588.66
2017,6,20,16,20,0,1662.88
2017,6,20,16,30,0,1627.68
2017,6,20,16,40,0,1692.13
2017,6,20,16,50,0,1615.1
2017,6,20,17,0,0,1640.84
2017,6,20,17,10,0,1587.12
2017,6,20,17,20,0,1642.34
2017,6,20,17,30,0,1684.64
2017,6,20,17,40,0,1707.76
2017,6,20,17,50,0,1677.33
2017,6,20,18,0,0,1692.35
2017,6,20,18,10,0,1588.05
2017,6,20,18,20,0,1530.99
2017,6,20,18,30,0,1649.45
2017,6,20,18,40,0,1685.29
2017,6,20,18,50,0,1713.15
2017,6,20,19,0,0,1600.57
2017,6,20,19,10,0,1621.73
2017,6,20,19,20,0,1671.72
2017,6,20,19,30,0,1729.04
2017,6,20,19,40,0,1958.73
2017,6,20,19,50,0,2164.76
2017,6,20,20,0,0,2187.85
2017,6,20,20,10,0,2481.14
2017,6,20,20,20,0,2014.7
2017,6,20,20,30,0,1934.2
2017,6,20,20,40,0,2214.87
2017,6,20,20,50,0,2348.42
2017,6,20,21,0,0,2498.48
2017,6,20,21,10,0,2573.93
2017,6,20,21,20,0,2487.65
2017,6,20,21,30,0,2707.28
2017,6,20,21,40,0,3145.28
2017,6,20,21,50,0,2735.84
2017,6,20,22,0,0,2800.23
2017,6,20,22,10,0,2830.66
2017,6,20,22,20,0,2859.12
2017,6,20,22,30,0,2732.76
2017,6,20,22,40,0,2594.45
2017,6,20,22,50,0,2332.37
2017,6,20,23,0,0,2281.83
2017,6,20,23,10,0,2344.73
2017,6,20,23,20,0,2280.68
2017,6,20,23,30,0,2395.7
2017,6,20,23,40,0,2425.05
2017,6,20,23,50,0,2773.99
2017,6,21,0,0,0,3271.91
2017,6,21,0,10,0,3661.87
2017,6,21,0,20,0,3546.97
2017,6,21,0,30,0,3729.34
2017,6,21,0,40,0,3655.99
2017,6,21,0,50,0,3594.58
2017,6,21,1,0,0,3557.53
2017,6,21,1,10,0,3399.73
2017,6,21,1,20,0,3347.24
2017,6,21,1,30,0,3500.95
2017,6,21,1,40,0,3412.43
2017,6,21,1,50,0,3303.83
2017,6,21,2,0,0,3353.56
2017,6,21,2,10,0,3396.15
2017,6,21,2,20,0,3514.14
2017,6,21,2,30,0,3703.71
2017,6,21,2,40,0,3622.27
2017,6,21,2,50,0,3683.11
2017,6,21,3,0,0,3687.06
2017,6,21,3,10,0,3609.9
2017,6,21,3,20,0,3584.31
2017,6,21,3,30,0,3544.48
2017,6,21,3,40,0,3386.4
2017,6,21,3,50,0,3331.17
2017,6,21,4,0,0,3191.65
2017,6,21,4,10,0,2937.2
2017,6,21,4,20,0,2909.98
2017,6,21,4,30,0,2851.63
2017,6,21,4,40,0,2755.62
2017,6,21,4,50,0,2802.81
2017,6,21,5,0,0,2757.59
2017,6,21,5,10,0,2701.88
2017,6,21,5,20,0,2555.14
2017,6,21,5,30,0,2548.93
2017,6,21,5,40,0,2538.84
2017,6,21,5,50,0,2351.22
2017,6,21,6,0,0,2230.9
2017,6,21,6,10,0,2095.38
2017,6,21,6,20,0,1997.91
2017,6,21,6,30,0,1744.3
2017,6,21,6,40,0,1798.9
2017,6,21,6,50,0,1648.01
2017,6,21,7,0,0,1706.99
2017,6,21,7,10,0,1888.27
2017,6,21,7,20,0,1961.19
2017,6,21,7,30,0,1962.27
2017,6,21,7,40,0,1954.71
2017,6,21,7,50,0,1997.37
2017,6,21,8,0,0,2052.76
2017,6,21,8,10,0,2089.57
2017,6,21,8,20,0,2083.53
2017,6,21,8,30,0,2061.76
2017,6,21,8,40,0,2059.1
2017,6,21,8,50,0,2142.97
2017,6,21,9,0,0,2238.43
2017,6,21,9,10,0,2285.3
2017,6,21,9,20,0,2244.05
2017,6,21,9,30,0,2381.45
2017,6,21,9,40,0,2486.98
2017,6,21,9,50,0,2438.38
2017,6,21,10,0,0,2530.0
2017,6,21,10,10,0,2411.32
2017,6,21,10,20,0,2469.02
2017,6,21,10,30,0,1059.08
2017,6,21,10,40,0,916.101
2017,6,21,10,50,0,917.323
2017,6,21,11,0,0,879.385
2017,6,21,11,10,0,963.697
2017,6,21,11,20,0,1268.2
2017,6,21,11,30,0,1660.03
2017,6,21,11,40,0,2013.95
2017,6,21,11,50,0,2270.91
2017,6,21,12,0,0,2152.28
2017,6,21,12,10,0,2048.24
2017,6,21,12,20,0,2126.42
2017,6,21,12,30,0,2113.48
2017,6,21,12,40,0,2230.48
2017,6,21,12,50,0,2233.98
2017,6,21,13,0,0,2214.16
2017,6,21,13,10,0,2176.89
2017,6,21,13,20,0,1910.24
2017,6,21,13,30,0,1747.05
2017,6,21,13,40,0,1766.77
2017,6,21,13,50,0,1974.53
2017,6,21,14,0,0,2001.77
2017,6,21,14,10,0,3171.9
2017,6,21,14,20,0,4601.15
2017,6,21,14,30,0,5657.79
2017,6,21,14,40,0,6664.94
2017,6,21,14,50,0,6701.15
2017,6,21,15,0,0,7003.23
2017,6,21,15,10,0,5631.49
2017,6,21,15,20,0,5597.05
2017,6,21,15,30,0,5192.78
2017,6,21,15,40,0,5706.45
2017,6,21,15,50,0,6186.71
2017,6,21,16,0,0,6319.58
2017,6,21,16,10,0,5865.4
2017,6,21,16,20,0,6837.51
2017,6,21,16,30,0,6228.14
2017,6,21,16,40,0,5773.13
2017,6,21,16,50,0,5816.52
2017,6,21,17,0,0,6432.71
2017,6,21,17,10,0,6857.48
2017,6,21,17,20,0,7325.63
2017,6,21,17,30,0,7797.33
2017,6,21,17,40,0,7739.28
2017,6,21,17,50,0,7586.72
2017,6,21,18,0,0,7429.07
2017,6,21,18,10,0,6371.94
2017,6,21,18,20,0,5979.75
2017,6,21,18,30,0,5982.38
2017,6,21,18,40,0,6756.9
2017,6,21,18,50,0,6208.76
2017,6,21,19,0,0,7065.59
2017,6,21,19,10,0,7333.25
2017,6,21,19,20,0,7179.26
2017,6,21,19,30,0,7313.25
2017,6,21,19,40,0,6766.1
2017,6,21,19,50,0,6591.16
2017,6,21,20,0,0,5893.47
2017,6,21,20,10,0,5555.52
2017,6,21,20,20,0,5059.04
2017,6,21,20,30,0,4818.36
2017,6,21,20,40,0,4907.06
2017,6,21,20,50,0,4717.75
2017,6,21,21,0,0,4726.14
2017,6,21,21,10,0,4330.3
2017,6,21,21,20,0,4456.81
2017,6,21,21,30,0,4301.5
2017,6,21,21,40,0,4350.92
2017,6,21,21,50,0,4404.64
2017,6,21,22,0,0,4279.54
2017,6,21,22,10,0,4390.35
2017,6,21,22,20,0,4508.69
2017,6,21,22,30,0,4089.89
2017,6,21,22,40,0,4039.98
2017,6,21,22,50,0,4238.16
2017,6,21,23,0,0,4050.36
2017,6,21,23,10,0,4035.99
2017,6,21,23,20,0,3873.8
2017,6,21,23,30,0,3790.51
2017,6,21,23,40,0,3863.73
2017,6,21,23,50,0,3827.09
2017,6,22,0,0,0,3665.95
2017,6,22,0,10,0,3836.97
2017,6,22,0,20,0,3487.11
2017,6,22,0,30,0,3073.09
2017,6,22,0,40,0,2669.78
2017,6,22,0,50,0,2792.5
2017,6,22,1,0,0,2325.56
2017,6,22,1,10,0,2376.1
2017,6,22,1,20,0,2194.82
2017,6,22,1,30,0,2018.63
2017,6,22,1,40,0,1896.33
2017,6,22,1,50,0,1778.61
2017,6,22,2,0,0,1738.76
2017,6,22,2,10,0,1702.77
2017,6,22,2,20,0,1632.21
2017,6,22,2,30,0,1719.96
2017,6,22,2,40,0,1734.52
2017,6,22,2,50,0,1782.48
2017,6,22,3,0,0,1734.16
2017,6,22,3,10,0,1734.86
2017,6,22,3,20,0,1821.04
2017,6,22,3,30,0,1863.12
2017,6,22,3,40,0,1909.58
2017,6,22,3,50,0,1932.9
2017,6,22,4,0,0,1880.12
2017,6,22,4,10,0,1923.59
2017,6,22,4,20,0,1959.36
2017,6,22,4,30,0,2061.66
2017,6,22,4,40,0,2081.06
2017,6,22,4,50,0,2141.98
2017,6,22,5,0,0,2108.43
2017,6,22,5,10,0,2053.57
2017,6,22,5,20,0,2035.76
2017,6,22,5,30,0,2038.08
2017,6,22,5,40,0,2015.33
2017,6,22,5,50,0,1914.73
2017,6,22,6,0,0,1845.62
2017,6,22,6,10,0,1822.21
2017,6,22,6,20,0,1668.42
2017,6,22,6,30,0,1655.95
2017,6,22,6,40,0,1611.8
2017,6,22,6,50,0,1593.66
2017,6,22,7,0,0,1603.12
2017,6,22,7,10,0,1484.02
2017,6,22,7,20,0,1525.03
2017,6,22,7,30,0,1460.8
2017,6,22,7,40,0,1456.61
2017,6,22,7,50,0,1488.05
2017,6,22,8,0,0,1437.04
2017,6,22,8,10,0,1431.15
2017,6,22,8,20,0,1426.83
2017,6,22,8,30,0,1419.65
2017,6,22,8,40,0,1352.56
2017,6,22,8,50,0,1234.12
2017,6,22,9,0,0,1352.14
2017,6,22,9,10,0,1346.76
2017,6,22,10,20,0,1368.3
2017,6,22,10,30,0,1402.41
2017,6,22,10,40,0,1312.61
2017,6,22,10,50,0,1303.4
2017,6,22,11,0,0,1289.33
2017,6,22,11,10,0,1414.33
2017,6,22,11,20,0,1428.55
2017,6,22,11,30,0,1481.1
2017,6,22,11,40,0,1706.57
2017,6,22,11,50,0,1543.27
2017,6,22,12,0,0,1668.89
2017,6,22,12,10,0,1326.5
2017,6,22,12,20,0,1406.89
2017,6,22,12,30,0,1418.13
2017,6,22,12,40,0,1357.23
2017,6,22,12,50,0,1166.83
2017,6,22,13,0,0,1200.28
2017,6,22,13,10,0,1216.23
2017,6,22,13,20,0,1181.39
2017,6,22,13,30,0,1172.26
2017,6,22,13,40,0,1293.1
2017,6,22,13,50,0,1318.07
2017,6,22,14,0,0,1306.4
2017,6,22,14,10,0,1327.83
2017,6,22,14,20,0,1274.66
2017,6,22,14,30,0,1255.27
2017,6,22,14,40,0,1225.36
2017,6,22,14,50,0,1313.01
2017,6,22,15,0,0,1827.02
2017,6,22,15,10,0,1829.01
2017,6,22,15,20,0,1862.93
2017,6,22,15,30,0,2003.45
2017,6,22,15,40,0,2292.7
